sku,supplier,status,prom_offer_id,prom_group_id,fallback_price
1861781,SIGMA,ACTIVE,2727,1028,1894.00
1861921,SIGMA,ACTIVE,1491,1028,7604.00
187157z,SIGMA,ACTIVE,1480,1028,1787.00
187158z,SIGMA,ACTIVE,1481,1028,1807.00
1923071,SIGMA,ACTIVE,29727,902,438.00
2613681,SIGMA,ACTIVE,11976,1024,452.00
2722161,SIGMA,ACTIVE,35159,996,552.00
2722171,SIGMA,ACTIVE,35160,996,532.00
2816321,SIGMA,ACTIVE,1237,1025,497.00
2816401,SIGMA,ACTIVE,1238,1025,659.00
2821311,SIGMA,ACTIVE,42095,993,714.00
2821341,SIGMA,ACTIVE,6884,993,691.00
2821351,SIGMA,ACTIVE,6883,993,632.00
2905121,SIGMA,ACTIVE,15534,1342,2113.00
3716262,SIGMA,ACTIVE,42384,998,937.00
3717141,SIGMA,ACTIVE,42388,998,468.00
3717151,SIGMA,ACTIVE,42389,998,545.00
3717161,SIGMA,ACTIVE,42390,998,662.00
3717181,SIGMA,ACTIVE,42391,998,834.00
3717231,SIGMA,ACTIVE,42394,998,439.00
3717241,SIGMA,ACTIVE,42395,998,517.00
3717251,SIGMA,ACTIVE,42396,998,576.00
3717261,SIGMA,ACTIVE,42397,998,687.00
3717281,SIGMA,ACTIVE,42398,998,849.00
3717321,SIGMA,ACTIVE,42399,998,443.00
3717331,SIGMA,ACTIVE,42400,998,522.00
3717341,SIGMA,ACTIVE,42401,998,599.00
3717351,SIGMA,ACTIVE,42402,998,689.00
3717361,SIGMA,ACTIVE,42403,998,806.00
3717381,SIGMA,ACTIVE,42404,998,990.00
3723121,SIGMA,ACTIVE,7482,998,503.00
3723151,SIGMA,ACTIVE,3112,998,673.00
3723201,SIGMA,ACTIVE,3113,998,791.00
3733151,SIGMA,ACTIVE,1263,998,1012.00
3912021,SIGMA,ACTIVE,3162,898,778.00
4001071,SIGMA,ACTIVE,2495,943,509.00
4001111,SIGMA,ACTIVE,2506,943,484.00
4002131,SIGMA,ACTIVE,2502,943,455.00
4002501,SIGMA,ACTIVE,1415,943,650.00
4002541,SIGMA,ACTIVE,1416,943,847.00
4003071,SIGMA,ACTIVE,2511,943,455.00
4003251,SIGMA,ACTIVE,25058,943,436.00
4004021,SIGMA,ACTIVE,10179,893,633.00
4008411,SIGMA,ACTIVE,14365,943,1272.00
4009821,SIGMA,ACTIVE,14399,946,573.00
4102221,SIGMA,ACTIVE,6324,898,509.00
4102231,SIGMA,ACTIVE,6325,898,727.00
4102321,SIGMA,ACTIVE,1905,898,535.00
4102331,SIGMA,ACTIVE,1906,898,806.00
4102431,SIGMA,ACTIVE,1908,898,943.00
4102711,SIGMA,ACTIVE,23337,898,450.00
4220801,SIGMA,ACTIVE,3098,994,1432.00
4221001,SIGMA,ACTIVE,3099,994,1676.00
4221251,SIGMA,ACTIVE,3100,994,2220.00
4221501,SIGMA,ACTIVE,3101,994,2834.00
4222001,SIGMA,ACTIVE,3102,994,5487.00
4242491,SIGMA,ACTIVE,1036,994,840.00
4311221,SIGMA,ACTIVE,39373,1009,823.00
4311231,SIGMA,ACTIVE,39374,1009,985.00
4311241,SIGMA,ACTIVE,39375,1009,1162.00
4311361,SIGMA,ACTIVE,1881,1009,545.00
4311431,SIGMA,ACTIVE,42411,1009,802.00
4324141,SIGMA,ACTIVE,1054,1011,518.00
4328431,SIGMA,ACTIVE,8087,1017,623.00
4332451,SIGMA,ACTIVE,6588,1002,599.00
4332601,SIGMA,ACTIVE,6333,1002,821.00
4332751,SIGMA,ACTIVE,6572,1002,1162.00
4332901,SIGMA,ACTIVE,6589,1002,1426.00
4350001,SIGMA,ACTIVE,7019,898,549.00
4372411,SIGMA,ACTIVE,10656,898,507.00
4375431,SIGMA,ACTIVE,9738,898,564.00
4375631,SIGMA,ACTIVE,11351,898,509.00
4403231,SIGMA,ACTIVE,15887,1006,673.00
4403261,SIGMA,ACTIVE,15888,1006,705.00
5617351,SIGMA,ACTIVE,12066,901,612.00
5617411,SIGMA,ACTIVE,12068,901,600.00
5623351,SIGMA,ACTIVE,17571,901,723.00
5623411,SIGMA,ACTIVE,17572,901,701.00
6001551,SIGMA,ACTIVE,954,893,3303.00
6003511,SIGMA,ACTIVE,957,893,980.00
6003521,SIGMA,ACTIVE,11811,893,1104.00
6003571,SIGMA,ACTIVE,14473,893,1107.00
6003601,SIGMA,ACTIVE,982,893,1599.00
6003701,SIGMA,ACTIVE,986,894,908.00
6003741,SIGMA,ACTIVE,983,893,2398.00
6003761,SIGMA,ACTIVE,956,893,3125.00
6003771,SIGMA,ACTIVE,955,893,3426.00
6003781,SIGMA,ACTIVE,22563,893,3570.00
6003791,SIGMA,ACTIVE,39377,893,6686.00
6003801,SIGMA,ACTIVE,39378,893,9085.00
6003821,SIGMA,ACTIVE,39379,893,7413.00
6003841,SIGMA,ACTIVE,11813,893,5477.00
6010051,SIGMA,ACTIVE,2165,893,639.00
6010061,SIGMA,ACTIVE,2166,940,1628.00
6010121,SIGMA,ACTIVE,2244,940,485.00
6010131,SIGMA,ACTIVE,2245,940,742.00
6010141,SIGMA,ACTIVE,2246,940,2366.00
6010151,SIGMA,ACTIVE,169467,940,2772.00
6010201,SIGMA,ACTIVE,2203,940,472.00
6010211,SIGMA,ACTIVE,2247,940,1744.00
6010321,SIGMA,ACTIVE,2288,893,436.00
6010341,SIGMA,ACTIVE,10700,940,1236.00
6010511,SIGMA,ACTIVE,10788,940,909.00
6010521,SIGMA,ACTIVE,10789,940,1345.00
6010531,SIGMA,ACTIVE,14033,940,1999.00
6021341,SIGMA,ACTIVE,6833,945,500.00
6021361,SIGMA,ACTIVE,6834,945,578.00
6021781,SIGMA,ACTIVE,10698,945,549.00
6021801,SIGMA,ACTIVE,10699,945,654.00
6022241,SIGMA,ACTIVE,1998,945,446.00
6024301,SIGMA,ACTIVE,2241,945,453.00
6024321,SIGMA,ACTIVE,3274,945,530.00
6027301,SIGMA,ACTIVE,2302,945,563.00
6032011,SIGMA,ACTIVE,6811,945,533.00
6032031,SIGMA,ACTIVE,6812,945,504.00
6032061,SIGMA,ACTIVE,7624,945,527.00
6032091,SIGMA,ACTIVE,6813,945,527.00
6032111,SIGMA,ACTIVE,6814,945,527.00
6032141,SIGMA,ACTIVE,6815,945,548.00
6032161,SIGMA,ACTIVE,6816,945,548.00
6032171,SIGMA,ACTIVE,6817,945,568.00
6032181,SIGMA,ACTIVE,6818,945,568.00
6086661,SIGMA,ACTIVE,25061,893,1122.00
6300271,SIGMA,ACTIVE,35413,894,784.00
6735711,SIGMA,ACTIVE,9918,902,929.00
7012031,SIGMA,ACTIVE,2618,896,511.00
7012041,SIGMA,ACTIVE,10066,896,611.00
7012121,SIGMA,ACTIVE,10068,896,527.00
7012131,SIGMA,ACTIVE,10069,896,752.00
7012141,SIGMA,ACTIVE,10070,896,885.00
7012221,SIGMA,ACTIVE,10072,896,713.00
7012231,SIGMA,ACTIVE,10073,896,893.00
7012241,SIGMA,ACTIVE,10074,896,1106.00
7015211,SIGMA,ACTIVE,15525,896,904.00
7015221,SIGMA,ACTIVE,15526,896,2259.00
7034491,SIGMA,ACTIVE,8702,896,539.00
8223121,SIGMA,ACTIVE,2557,1008,654.00
8402541,SIGMA,ACTIVE,6424,1033,887.00
9111051,SIGMA,ACTIVE,11785,902,2098.00
9111061,SIGMA,ACTIVE,11786,902,2098.00
9111071,SIGMA,ACTIVE,11787,902,2098.00
9111081,SIGMA,ACTIVE,11788,902,2098.00
9111091,SIGMA,ACTIVE,11789,902,2098.00
9111111,SIGMA,ACTIVE,11790,902,2098.00
9111131,SIGMA,ACTIVE,11791,902,2098.00
9112431,SIGMA,ACTIVE,8997,902,1475.00
9112441,SIGMA,ACTIVE,8998,902,1318.00
9112651,SIGMA,ACTIVE,8999,902,2005.00
9112661,SIGMA,ACTIVE,9000,902,2005.00
9112671,SIGMA,ACTIVE,9001,902,2005.00
9112681,SIGMA,ACTIVE,9002,902,2005.00
9112691,SIGMA,ACTIVE,9003,902,2005.00
9112711,SIGMA,ACTIVE,9004,902,2005.00
9112731,SIGMA,ACTIVE,9005,902,2005.00
9114231,SIGMA,ACTIVE,9006,902,618.00
9114241,SIGMA,ACTIVE,9007,902,618.00
9114251,SIGMA,ACTIVE,9008,902,618.00
9114261,SIGMA,ACTIVE,9009,902,618.00
9114271,SIGMA,ACTIVE,9010,902,618.00
9114281,SIGMA,ACTIVE,9011,902,618.00
9114291,SIGMA,ACTIVE,9012,902,587.00
9114311,SIGMA,ACTIVE,9013,902,587.00
9114331,SIGMA,ACTIVE,9014,902,587.00
9450351,SIGMA,ACTIVE,8331,850,509.00
9842520,SIGMA,ACTIVE,37087,903,523.00
9842521,SIGMA,ACTIVE,37071,903,488.00
9842530,SIGMA,ACTIVE,37081,903,477.00
9842531,SIGMA,ACTIVE,37090,903,468.00
9842720,SIGMA,ACTIVE,37065,1330,241.00
9842820,SIGMA,ACTIVE,37083,903,267.00
9842821,SIGMA,ACTIVE,37088,903,271.00
9842822,SIGMA,ACTIVE,37066,903,271.00
9842823,SIGMA,ACTIVE,37072,903,267.00
9843620,SIGMA,ACTIVE,37067,903,344.00
1510772,SIGMA,ACTIVE,29707,1031,2043.00
1916862,SIGMA,ACTIVE,29710,902,622.00
1917022,SIGMA,ACTIVE,29711,902,1028.00
1917222,SIGMA,ACTIVE,29712,902,506.00
1917262,SIGMA,ACTIVE,29714,902,1293.00
1917942,SIGMA,ACTIVE,29716,902,458.00
1917962,SIGMA,ACTIVE,29717,902,631.00
1918342,SIGMA,ACTIVE,29719,902,503.00
1918842,SIGMA,ACTIVE,29722,902,614.00
1918862,SIGMA,ACTIVE,29723,902,810.00
1919282,SIGMA,ACTIVE,29725,902,1101.00
2722012,SIGMA,ACTIVE,2005,996,669.00
2722022,SIGMA,ACTIVE,2006,996,974.00
3716222,SIGMA,ACTIVE,42380,998,563.00
3716232,SIGMA,ACTIVE,42381,998,638.00
3716242,SIGMA,ACTIVE,42382,998,744.00
